zip code,population,Lat,Lon,latitude.y,longitude.y,city,state,county
921,37763,18.3922725,-66.0885519,18.390429,-66.066124,San Juan,PR,San Juan
923,29086,18.4093069,-66.0388879,18.410775,-66.036708,San Juan,PR,San Juan
924,56691,18.3991958,-66.0124523,18.396392,-66.01146,San Juan,PR,San Juan
925,8696,18.4002956,-66.0506021,18.401055,-66.049773,San Juan,PR,San Juan
926,108862,18.3454003,-66.0515453,18.369376,-66.062804,San Juan,PR,San Juan
927,14936,18.3879529,-66.0720977,18.385174,-66.071959,San Juan,PR,San Juan
934,288,18.4113129,-66.124234,18.34487,-66.166014,Fort Buchanan,PR,Bayamon
936,681,18.3954625,-66.0737725,18.410462,-66.060533,San Juan,PR,San Juan
949,82278,18.4306955,-66.2128334,18.431911,-66.199692,Toa Baja,PR,Toa Baja
950,9,18.4636925,-66.2345589,18.457761,-66.196503,Toa Baja,PR,Toa Baja
951,35,18.4275297,-66.2537892,18.457761,-66.196503,Toa Baja,PR,Toa Baja
952,10008,18.4274413,-66.1820317,18.457761,-66.196503,Sabana Seca,PR,Toa Baja
953,73014,18.3607271,-66.2515256,18.356795,-66.25701,Toa Alta,PR,Toa Alta
956,79304,18.3195387,-66.1688913,18.326702,-66.174176,Bayamon,PR,Bayamon
957,45680,18.3685326,-66.1876926,18.366645,-66.183907,Bayamon,PR,Bayamon
959,50560,18.3889241,-66.1549986,18.387058,-66.159044,Bayamon,PR,Bayamon
960,1779,18.4169186,-66.1457949,18.34487,-66.166014,Bayamon,PR,Bayamon
961,32429,18.4122295,-66.1651677,18.413195,-66.168651,Bayamon,PR,Bayamon
962,22491,18.4422989,-66.1453574,18.437644,-66.140407,Catano,PR,Catano
965,9134,18.4337568,-66.114752,18.428784,-66.11539,Guaynabo,PR,Guaynabo
966,16676,18.401536,-66.1175839,18.396815,-66.114889,Guaynabo,PR,Guaynabo
968,3478,18.4060773,-66.1012234,18.410462,-66.060533,Guaynabo,PR,San Juan
969,42219,18.368062,-66.1080617,18.362322,-66.113729,Guaynabo,PR,Guaynabo
971,30986,18.3188317,-66.1192151,18.30942,-66.113606,Guaynabo,PR,Guaynabo
976,65136,18.3364081,-65.9940571,18.338133,-65.989229,Trujillo Alto,PR,Trujillo Alto
979,17030,18.4443885,-66.0301286,18.410462,-66.060533,Carolina,PR,San Juan
982,16428,18.411261,-65.9920452,18.410462,-66.060533,Carolina,PR,San Juan
983,39234,18.4180073,-65.9770698,18.413452,-65.977659,Carolina,PR,Carolina
985,36553,18.4085883,-65.9469327,18.345741,-65.93888,Carolina,PR,Carolina
987,63661,18.338161,-65.941083,18.373466,-65.959932,Carolina,PR,Carolina
1001,16769,42.0623323,-72.6282744,42.140549,-72.788661,Agawam,MA,Hampden
1002,29049,42.3639768,-72.4585072,42.367092,-72.464571,Amherst,MA,Hampshire
1003,10372,42.3899407,-72.5241081,42.369562,-72.63599,Amherst,MA,Hampshire
1005,5079,42.4188483,-72.1065981,42.32916,-72.139465,Barre,MA,Worcester
1007,14649,42.2790098,-72.4004682,42.280267,-72.402056,Belchertown,MA,Hampshire
1008,1263,42.1918456,-72.9573246,42.177833,-72.958359,Blandford,MA,Hampden
1009,741,42.2119688,-72.3414326,42.206092,-72.340486,Bondsville,MA,Hampden
1010,3609,42.1294768,-72.2053022,42.108585,-72.20448,Brimfield,MA,Hampden
1011,1370,42.3002815,-72.9687163,42.294259,-72.952776,Chester,MA,Hampden
1012,661,42.3754255,-72.8581917,42.392274,-72.825607,Chesterfield,MA,Hampshire
1013,23188,42.1549039,-72.6028037,42.161492,-72.667341,Chicopee,MA,Hampden
1020,29668,42.172698,-72.5618353,42.177492,-72.562563,Chicopee,MA,Hampden
1022,2451,42.1977414,-72.5427131,42.193392,-72.55436,Chicopee,MA,Hampden
1026,946,42.4654945,-72.9182666,42.428617,-72.909841,Cummington,MA,Hampshire
1027,17660,42.2950079,-72.7518767,42.368303,-72.768839,Easthampton,MA,Hampshire
1028,15720,42.059614,-72.5012341,42.062009,-72.49874,East Longmeadow,MA,Hampden
1029,789,42.1933945,-73.044647,42.190904,-73.051661,East Otis,MA,Berkshire
1030,11669,42.0729247,-72.6869715,42.189335,-72.79774,Feeding Hills,MA,Hampden
1031,1308,42.3293975,-72.1981903,42.352554,-72.205724,Gilbertville,MA,Worcester
1032,570,42.4576127,-72.8147797,42.443837,-72.819446,Goshen,MA,Hampshire
1033,6227,42.2449585,-72.5000341,42.262285,-72.504086,Granby,MA,Hampshire
1034,2021,42.0982067,-72.9612716,42.112748,-72.952003,Granville,MA,Hampden
1035,5250,42.3564821,-72.5685758,42.356804,-72.576613,Hadley,MA,Hampshire
1036,5109,42.0629456,-72.4172969,42.067614,-72.417507,Hampden,MA,Hampden
1037,838,42.3679606,-72.18871,42.347856,-72.225251,Hardwick,MA,Worcester
1038,2545,42.3854957,-72.6069294,42.387269,-72.643081,Hatfield,MA,Hampshire
1039,1336,42.4042783,-72.6889221,42.35641,-72.682127,Haydenville,MA,Hampshire
1040,39880,42.2116562,-72.642448,42.198291,-72.64207,Holyoke,MA,Hampden
1050,2530,42.2867505,-72.8696931,42.313427,-72.903677,Huntington,MA,Hampshire
1053,1685,42.3563014,-72.7135844,42.353838,-72.704385,Leeds,MA,Hampshire
1054,1851,42.469588,-72.4845016,42.474681,-72.467543,Leverett,MA,Franklin
1056,21103,42.1888646,-72.4590785,42.173276,-72.627038,Ludlow,MA,Hampden
1057,8534,42.0935962,-72.3214936,42.095323,-72.282063,Monson,MA,Hampden
1060,15284,42.3214882,-72.6305882,42.415154,-72.76927,Northampton,MA,Hampshire
1062,11150,42.3283144,-72.7039227,42.328838,-72.845227,Florence,MA,Hampshire
1063,430,42.3188822,-72.6385297,42.317939,-72.640234,Northampton,MA,Hampshire
1066,64,42.4069028,-72.655018,42.406697,-72.633901,North Hatfield,MA,Hampshire
1068,1902,42.3508615,-72.044248,42.346144,-72.058847,Oakham,MA,Worcester
1069,8469,42.1877937,-72.308469,42.176131,-72.31457,Palmer,MA,Hampden
1070,629,42.5184458,-72.9190166,42.448984,-72.958397,Plainfield,MA,Hampshire
1071,1596,42.1600599,-72.8738533,42.177432,-72.864558,Russell,MA,Hampden
1072,1478,42.4569676,-72.4172444,42.471562,-72.44017,Shutesbury,MA,Franklin
1073,5792,42.2269485,-72.7415876,42.230008,-72.728463,Southampton,MA,Hampshire
1074,319,42.3876034,-72.0932298,42.375998,-72.149388,South Barre,MA,Worcester
1075,17527,42.2563463,-72.5807631,42.24984,-72.58152,South Hadley,MA,Hampshire
1077,9502,42.0525703,-72.7773529,42.066644,-72.541205,Southwick,MA,Hampden
1079,692,42.1974236,-72.32702,42.192892,-72.329574,Thorndike,MA,Hampden
1080,2334,42.182218,-72.3656537,42.179805,-72.517813,Three Rivers,MA,Hampden
1081,1698,42.0613129,-72.2344109,42.061948,-72.213598,Wales,MA,Hampden
1082,10322,42.2935327,-72.2785992,42.377471,-72.548549,Ware,MA,Hampshire
1083,2888,42.2036423,-72.1945994,42.204027,-72.199439,Warren,MA,Worcester
1084,176,42.3923696,-72.882235,42.390303,-72.870857,West Chesterfield,MA,Hampshire
1085,41117,42.1535029,-72.771602,42.14869,-72.501887,Westfield,MA,Hampden
1086,687,42.1304462,-72.7939672,42.173428,-72.847964,Westfield,MA,Hampden
1088,670,42.3917093,-72.6464939,42.390583,-72.646894,West Hatfield,MA,Hampshire
1089,28391,42.1254511,-72.6497341,42.125793,-72.645334,West Springfield,MA,Hampden
1092,1394,42.1918678,-72.2351075,42.202887,-72.229025,West Warren,MA,Worcester
1093,325,42.4351211,-72.6549626,42.442673,-72.652511,Whately,MA,Franklin
1094,351,42.3591081,-72.1367997,42.358201,-72.140846,Wheelwright,MA,Worcester
1095,14319,42.1273273,-72.4274037,42.125974,-72.489988,Wilbraham,MA,Hampden
1096,2217,42.3971395,-72.7635717,42.413069,-72.821653,Williamsburg,MA,Hampshire
1097,111,42.1780378,-72.8326115,42.161743,-72.845912,Woronoco,MA,Hampden
1098,1101,42.3943148,-72.9431148,42.40494,-72.896133,Worthington,MA,Hampshire
1103,2479,42.1041063,-72.5920275,42.103044,-72.590783,Springfield,MA,Hampden
1104,22865,42.1340094,-72.5653781,42.128605,-72.567966,Springfield,MA,Hampden
1105,12350,42.0952067,-72.5775792,42.099793,-72.577732,Springfield,MA,Hampden
1106,16021,42.0475652,-72.5711305,42.049194,-72.567882,Longmeadow,MA,Hampden
1107,11611,42.1210603,-72.6070681,42.126237,-72.586733,Springfield,MA,Hampden
1108,26688,42.0806917,-72.5607907,42.080594,-72.558081,Springfield,MA,Hampden
1109,30250,42.1196737,-72.5497259,42.119293,-72.548981,Springfield,MA,Hampden
1118,14071,42.0937319,-72.5259054,42.093894,-72.523227,Springfield,MA,Hampden
1119,14152,42.1249785,-72.5112103,42.124943,-72.526705,Springfield,MA,Hampden
1128,2631,42.0922958,-72.4891351,42.094616,-72.487229,Springfield,MA,Hampden
1129,7019,42.1190621,-72.4874015,42.124485,-72.489479,Springfield,MA,Hampden
1151,8698,42.1518602,-72.5091312,42.150593,-72.51278,Indian Orchard,MA,Hampden
1199,0,42.1205631,-72.6044677,42.119943,-72.604983,Springfield,MA,Hampden
1201,46504,42.4482361,-73.2737268,42.479475,-73.24807,Pittsfield,MA,Berkshire
1220,8603,42.6237991,-73.1167365,42.385595,-73.172166,Adams,MA,Berkshire
1222,829,42.058703,-73.3221751,42.185969,-73.318695,Ashley Falls,MA,Berkshire
1223,2314,42.3122249,-73.1101244,42.3418,-73.103468,Becket,MA,Berkshire
1224,182,42.5133557,-73.1955939,42.3929,-73.228483,Berkshire,MA,Berkshire
1225,3117,42.5633634,-73.1535659,42.482125,-73.127483,Cheshire,MA,Berkshire
1226,6945,42.4811191,-73.1350734,42.470296,-73.08895,Dalton,MA,Berkshire
1229,95,42.2763385,-73.335896,42.279292,-73.343545,Glendale,MA,Berkshire
1230,8430,42.1729411,-73.3244633,42.299392,-73.26665,Great Barrington,MA,Berkshire
1235,2766,42.4306196,-73.0640734,42.29237,-73.22164,Hinsdale,MA,Berkshire
1236,1509,42.2664962,-73.3783928,42.291299,-73.358798,Housatonic,MA,Berkshire
1237,2496,42.5478177,-73.2680327,42.487569,-73.235048,Lanesboro,MA,Berkshire
1238,6047,42.2975013,-73.2301485,42.369856,-73.267465,Lee,MA,Berkshire
1240,4534,42.3678615,-73.269768,42.459202,-73.219858,Lenox,MA,Berkshire
1242,476,42.3337341,-73.2491986,42.338594,-73.250891,Lenox Dale,MA,Berkshire
1243,334,42.3501217,-73.0241116,42.356088,-73.010448,Middlefield,MA,Hampshire
1244,151,42.118094,-73.2574968,42.122827,-73.253983,Mill River,MA,Berkshire
1245,985,42.1868935,-73.2231053,42.18669,-73.206498,Monterey,MA,Berkshire
1247,16087,42.6984367,-73.0840898,42.426974,-73.18632,North Adams,MA,Berkshire
1253,731,42.2066825,-73.1132135,42.213156,-73.090434,Otis,MA,Berkshire
1254,972,42.382019,-73.3654915,42.233105,-73.238358,Richmond,MA,Berkshire
1255,915,42.1074964,-73.1186066,42.148975,-73.14861,Sandisfield,MA,Berkshire
1256,692,42.5941657,-73.0223195,42.367341,-73.128528,Savoy,MA,Berkshire
1257,2121,42.085245,-73.3674821,42.314564,-73.267694,Sheffield,MA,Berkshire
1258,374,42.10928,-73.4628862,42.128075,-73.36089,South Egremont,MA,Berkshire
1259,635,42.0754693,-73.2343765,42.198712,-73.278543,Southfield,MA,Berkshire
1260,240,42.2956959,-73.3425429,42.286586,-73.313274,South Lee,MA,Berkshire
1262,1238,42.2922019,-73.3192085,42.304604,-73.330001,Stockbridge,MA,Berkshire
1264,137,42.2315896,-73.2024283,42.220001,-73.197865,Tyringham,MA,Berkshire
1266,1463,42.3123377,-73.3878245,42.360482,-73.265354,West Stockbridge,MA,Berkshire
1267,7989,42.6716162,-73.2469811,42.642075,-73.257699,Williamstown,MA,Berkshire
1270,778,42.5152719,-73.0311664,42.443726,-73.116127,Windsor,MA,Berkshire
1301,17700,42.6267614,-72.6015304,42.601335,-72.623619,Greenfield,MA,Franklin
1330,1506,42.5139469,-72.8215166,42.562391,-72.738152,Ashfield,MA,Franklin
1331,13263,42.5624081,-72.1910798,42.547302,-72.183903,Athol,MA,Worcester
1337,2596,42.6893075,-72.5822487,42.62706,-72.642888,Bernardston,MA,Franklin
1338,187,42.5726518,-72.824428,42.573832,-72.769487,Buckland,MA,Franklin
1339,1438,42.6037764,-72.8896443,42.594252,-72.665507,Charlemont,MA,Franklin
1340,1701,42.6947256,-72.7110786,42.681539,-72.822986,Colrain,MA,Franklin
1341,1833,42.4969374,-72.7094144,42.590824,-72.70976,Conway,MA,Franklin
1342,1492,42.5438893,-72.6094578,42.54723,-72.607679,Deerfield,MA,Franklin
1343,75,42.6576246,-72.978931,42.642666,-72.986231,Drury,MA,Berkshire
1344,1498,42.6134177,-72.4264274,42.627072,-72.553654,Erving,MA,Franklin
1346,533,42.6932749,-72.8231126,42.618011,-72.788896,Heath,MA,Franklin
1347,166,42.5592938,-72.5187527,42.556558,-72.518104,Lake Pleasant,MA,Franklin
1349,1091,42.5630607,-72.4821218,42.621412,-72.705633,Turners Falls,MA,Franklin
1350,121,42.7277722,-72.9853464,42.721456,-72.976204,Monroe Bridge,MA,Franklin
1351,2270,42.5398798,-72.521689,42.548107,-72.48693,Montague,MA,Franklin
1354,1500,42.6240761,-72.5086428,42.522178,-72.624164,Northfield,MA,Franklin
1355,878,42.4585218,-72.3272192,42.518718,-72.534371,New Salem,MA,Franklin
1360,3032,42.677091,-72.4538758,42.614152,-72.528209,Northfield,MA,Franklin
1364,7969,42.6151524,-72.2899024,42.578325,-72.556589,Orange,MA,Franklin
1366,1277,42.4756211,-72.192468,42.459632,-72.182962,Petersham,MA,Worcester
1367,522,42.6955322,-72.9091479,42.683065,-72.715667,Rowe,MA,Franklin
1368,1261,42.6794559,-72.1769345,42.672182,-72.196376,Royalston,MA,Worcester
1370,4084,42.593338,-72.7269413,42.588812,-72.758781,Shelburne Falls,MA,Franklin
1373,4600,42.4738619,-72.6156115,42.464522,-72.682346,South Deerfield,MA,Franklin
1375,3684,42.4667623,-72.5468548,42.565346,-72.70094,Sunderland,MA,Franklin
1376,5247,42.5952797,-72.5550018,42.654878,-72.718123,Turners Falls,MA,Franklin
1378,774,42.6735325,-72.3532129,42.667059,-72.339655,Warwick,MA,Franklin
1379,813,42.5563098,-72.407148,42.581007,-72.437179,Wendell,MA,Franklin
1420,40337,42.5849248,-71.8168623,42.583689,-71.816767,Fitchburg,MA,Worcester
1430,6089,42.6570054,-71.9234423,42.654906,-71.920942,Ashburnham,MA,Worcester
1431,3074,42.6762927,-71.8325227,42.446396,-71.459405,Ashby,MA,Middlesex
1432,7089,42.5665731,-71.575135,42.446396,-71.459405,Ayer,MA,Middlesex
1434,1795,42.5390875,-71.6116133,NA,NA,NA,NA,NA
1436,3336,42.6033745,-72.0883953,42.601427,-72.083838,Baldwinville,MA,Worcester
1438,559,42.5622434,-72.0314018,42.551681,-72.029434,East Templeton,MA,Worcester
1440,20347,42.5865157,-71.9880619,42.582529,-72.025884,Gardner,MA,Worcester
1450,10646,42.61176,-71.5652689,42.446396,-71.459405,Groton,MA,Middlesex
1451,4747,42.5019084,-71.5682014,42.500187,-71.575864,Harvard,MA,Worcester
1452,4382,42.4895983,-72.0028783,42.483895,-72.011516,Hubbardston,MA,Worcester
1453,40883,42.5199598,-71.7630745,42.471316,-71.837509,Leominster,MA,Worcester
1460,8924,42.5359311,-71.4905688,42.446396,-71.459405,Littleton,MA,Middlesex
1462,10086,42.5826069,-71.7204641,42.583322,-71.752266,Lunenburg,MA,Worcester
1463,11497,42.6706425,-71.6028575,42.446396,-71.459405,Pepperell,MA,Middlesex
1464,7211,42.5736544,-71.6409862,42.446396,-71.459405,Shirley,MA,Middlesex
1467,316,42.492367,-71.609303,42.487056,-71.613078,Still River,MA,Worcester
1468,4021,42.5427668,-72.0683447,42.555059,-72.072285,Templeton,MA,Worcester
1469,6801,42.6650588,-71.6953325,42.446396,-71.459405,Townsend,MA,Middlesex
1473,7277,42.5546,-71.9054402,42.549489,-71.913219,Westminster,MA,Worcester
1474,2125,42.6696848,-71.7527513,42.446396,-71.459405,West Townsend,MA,Middlesex
1475,10270,42.6681596,-72.0556441,42.661612,-72.047876,Winchendon,MA,Worcester
1501,16075,42.1987079,-71.8460062,42.184835,-71.947184,Auburn,MA,Worcester
1503,2866,42.384929,-71.6338895,42.3129,-71.841656,Berlin,MA,Worcester
1504,9026,42.0399909,-71.5324059,42.114078,-71.799785,Blackstone,MA,Worcester
1505,4355,42.3550489,-71.716157,42.300037,-71.943458,Boylston,MA,Worcester
1506,3390,42.1817928,-72.1074733,42.19169,-72.105011,Brookfield,MA,Worcester
1507,12981,42.1339347,-71.9680247,42.13277,-71.972627,Charlton,MA,Worcester
1510,13606,42.4118873,-71.6900054,42.413972,-71.687523,Clinton,MA,Worcester
1515,2183,42.2096822,-72.0401777,42.205311,-72.049907,East Brookfield,MA,Worcester
1516,8500,42.0530722,-71.7522414,42.113076,-71.891139,Douglas,MA,Worcester
1518,2974,42.1274771,-72.1188178,42.106405,-72.114045,Fiskdale,MA,Worcester
1519,6595,42.2034045,-71.6797386,42.203944,-71.682862,Grafton,MA,Worcester
1520,13997,42.3363715,-71.8506255,42.336791,-71.845316,Holden,MA,Worcester
1521,2481,42.0467977,-72.1801486,42.061063,-72.163991,Holland,MA,Hampden
1522,3310,42.3756339,-71.8673822,42.264629,-71.795442,Jefferson,MA,Worcester
1523,7582,42.4828194,-71.675513,42.427188,-71.91177,Lancaster,MA,Worcester
1524,6696,42.2496028,-71.9192167,42.238192,-72.012379,Leicester,MA,Worcester
1525,290,42.1067938,-71.6305182,42.364807,-71.896868,Linwood,MA,Worcester
1527,13246,42.1922464,-71.777649,42.255642,-71.819961,Millbury,MA,Worcester
1529,3190,42.036642,-71.5787791,42.124662,-71.846943,Millville,MA,Worcester
1531,999,42.3191249,-72.1308135,42.320938,-72.128644,New Braintree,MA,Worcester
1532,14155,42.3233423,-71.6462358,42.322118,-71.64282,Northborough,MA,Worcester
1534,5631,42.1420737,-71.6433476,42.207191,-71.856807,Northbridge,MA,Worcester
1535,4680,42.2675643,-72.0668759,42.275382,-72.089338,North Brookfield,MA,Worcester
1536,6888,42.2313092,-71.6926418,42.407556,-71.860402,North Grafton,MA,Worcester
1537,2248,42.158966,-71.8970514,42.166241,-71.891052,North Oxford,MA,Worcester
1540,11291,42.1161675,-71.8573686,42.109223,-71.855444,Oxford,MA,Worcester
1541,3413,42.4541251,-71.8775397,42.451926,-71.880057,Princeton,MA,Worcester
1542,2202,42.2042515,-71.9089069,42.220085,-71.914361,Rochdale,MA,Worcester
1543,7973,42.388977,-71.9705136,42.383516,-71.95463,Rutland,MA,Worcester
1545,35299,42.2847672,-71.7142277,42.286992,-71.715313,Shrewsbury,MA,Worcester
